NCBI.GeneID	ySmbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
71481	Alpk1	alpha-kinase 1	Mus musculus	house mouse	PROTEIN_CODING	11	80216	NCBI Ortholog
71517	Vps35l	VPS35 endosomal protein sorting factor like	Mus musculus	house mouse	PROTEIN_CODING	3	57020	NCBI Ortholog
71519	Cyp2u1	cytochrome P450, family 2, subfamily u, polypeptide 1	Mus musculus	house mouse	PROTEIN_CODING	2	113612	NCBI Ortholog
71520	Grap	GRB2-related adaptor protein	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
71521	Pds5a	PDS5 cohesin associated factor A	Mus musculus	house mouse	PROTEIN_CODING	7	23244	NCBI Ortholog
71529	Kazn	kazrin, periplakin interacting protein	Mus musculus	house mouse	PROTEIN_CODING	19	23254	NCBI Ortholog
71538	Fbxo9	f-box protein 9	Mus musculus	house mouse	PROTEIN_CODING	2	26268	NCBI Ortholog
71544	Arhgap42	Rho GTPase activating protein 42	Mus musculus	house mouse	PROTEIN_CODING	9	143872	NCBI Ortholog
71567	Mcm9	minichromosome maintenance 9 homologous recombination repair factor	Mus musculus	house mouse	PROTEIN_CODING	6	254394	NCBI Ortholog
71578	Sval1	seminal vesicle antigen-like 1	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
71583	9130008F23Rik	RIKEN cDNA 9130008F23 gene	Mus musculus	house mouse	PROTEIN_CODING	1	135398	NCBI Ortholog
71584	Gdpd2	glycerophosphodiester phosphodiesterase domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	7	54857	NCBI Ortholog
71591	Zfp251	zinc finger protein 251	Mus musculus	house mouse	PROTEIN_CODING	1	90987	NCBI Ortholog
71592	Pogk	pogo transposable element with KRAB domain	Mus musculus	house mouse	PROTEIN_CODING	6	57645	NCBI Ortholog
71597	Isx	intestine specific homeobox	Mus musculus	house mouse	PROTEIN_CODING	2	91464	NCBI Ortholog
71599	Senp8	SUMO peptidase family member, NEDD8 specific	Mus musculus	house mouse	PROTEIN_CODING	5	123228	NCBI Ortholog
71601	Ceacam20	CEA cell adhesion molecule 20	Mus musculus	house mouse	PROTEIN_CODING	2	125931	NCBI Ortholog
71607	Snx20	sorting nexin 20	Mus musculus	house mouse	PROTEIN_CODING	3	124460	NCBI Ortholog
71617	Armh3	armadillo-like helical domain containing 3	Mus musculus	house mouse	PROTEIN_CODING	6	79591	NCBI Ortholog
71619	Arl14	ADP-ribosylation factor-like 14	Mus musculus	house mouse	PROTEIN_CODING	1	80117	NCBI Ortholog
71640	Zfp949	zinc finger protein 949	Mus musculus	house mouse	PROTEIN_CODING	11	NA	
71643	Zgrf1	zinc finger, GRF-type containing 1	Mus musculus	house mouse	PROTEIN_CODING	12	55345	NCBI Ortholog
71653	Shtn1	shootin 1	Mus musculus	house mouse	PROTEIN_CODING	3	57698	NCBI Ortholog
71664	Tmt1b	thiol methyltransferase 1B	Mus musculus	house mouse	PROTEIN_CODING	1	196410	NCBI Ortholog
71667	Tmem248	transmembrane protein 248	Mus musculus	house mouse	PROTEIN_CODING	5	55069	NCBI Ortholog
71670	Acy3	aminoacylase 3	Mus musculus	house mouse	PROTEIN_CODING	4	91703	NCBI Ortholog
71673	Rnf215	ring finger protein 215	Mus musculus	house mouse	PROTEIN_CODING	4	200312	NCBI Ortholog
71675	Sanbr	SANT and BTB domain regulator of CSR	Mus musculus	house mouse	PROTEIN_CODING	14	84542	NCBI Ortholog
71678	Brox	BRO1 domain and CAAX motif containing	Mus musculus	house mouse	PROTEIN_CODING	9	148362	NCBI Ortholog
71679	Atp5pd	ATP synthase peripheral stalk subunit d	Mus musculus	house mouse	PROTEIN_CODING	5	10476	NCBI Ortholog
71683	Gypc	glycophorin C	Mus musculus	house mouse	PROTEIN_CODING	2	2995	NCBI Ortholog
71684	Rbm43	RNA binding motif protein 43	Mus musculus	house mouse	PROTEIN_CODING	14	375287	NCBI Ortholog
71685	Galnt14	polypeptide N-acetylgalactosaminyltransferase 14	Mus musculus	house mouse	PROTEIN_CODING	4	79623	NCBI Ortholog
71687	Tmem25	transmembrane protein 25	Mus musculus	house mouse	PROTEIN_CODING	22	84866	NCBI Ortholog
71699	Slc41a3	solute carrier family 41, member 3	Mus musculus	house mouse	PROTEIN_CODING	7	54946	NCBI Ortholog
71701	Pnpt1	polyribonucleotide nucleotidyltransferase 1	Mus musculus	house mouse	PROTEIN_CODING	5	87178	NCBI Ortholog
71702	Cdc5l	cell division cycle 5-like	Mus musculus	house mouse	PROTEIN_CODING	2	988	NCBI Ortholog
71703	Armcx3	armadillo repeat containing, X-linked 3	Mus musculus	house mouse	PROTEIN_CODING	4	51566	NCBI Ortholog
71704	Arhgef3	Rho guanine nucleotide exchange factor 3	Mus musculus	house mouse	PROTEIN_CODING	9	50650	NCBI Ortholog
71706	Slc46a3	solute carrier family 46, member 3	Mus musculus	house mouse	PROTEIN_CODING	4	283537	NCBI Ortholog
71709	Syde1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	Mus musculus	house mouse	PROTEIN_CODING	3	85360	NCBI Ortholog
71710	Lrrcc1	leucine rich repeat and coiled-coil domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	11	85444	NCBI Ortholog
71712	Dram1	DNA-damage regulated autophagy modulator 1	Mus musculus	house mouse	PROTEIN_CODING	6	55332	NCBI Ortholog
71713	Cdc40	cell division cycle 40	Mus musculus	house mouse	PROTEIN_CODING	1	51362	NCBI Ortholog
71715	Dhx35	DEAH-box helicase 35	Mus musculus	house mouse	PROTEIN_CODING	8	60625	NCBI Ortholog
71718	Telo2	telomere maintenance 2	Mus musculus	house mouse	PROTEIN_CODING	8	9894	NCBI Ortholog
71720	Osbpl3	oxysterol binding protein-like 3	Mus musculus	house mouse	PROTEIN_CODING	13	26031	NCBI Ortholog
71721	Fam13c	family with sequence similarity 13, member C	Mus musculus	house mouse	PROTEIN_CODING	9	220965	NCBI Ortholog
71723	Dhx34	DExH-box helicase 34	Mus musculus	house mouse	PROTEIN_CODING	11	9704	NCBI Ortholog
71728	Stk11ip	serine/threonine kinase 11 interacting protein	Mus musculus	house mouse	PROTEIN_CODING	4	114790	NCBI Ortholog
71732	Vps11	VPS11, CORVET/HOPS core subunit	Mus musculus	house mouse	PROTEIN_CODING	3	55823	NCBI Ortholog
71733	Susd2	sushi domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	2	56241	NCBI Ortholog
71735	Lrwd1	leucine-rich repeats and WD repeat domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	1	222229	NCBI Ortholog
71738	Mamdc2	MAM domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	4	256691	NCBI Ortholog
71740	Nectin4	nectin cell adhesion molecule 4	Mus musculus	house mouse	PROTEIN_CODING	2	81607	NCBI Ortholog
71742	Ulk3	unc-51-like kinase 3	Mus musculus	house mouse	PROTEIN_CODING	14	25989	NCBI Ortholog
71743	Coasy	Coenzyme A synthase	Mus musculus	house mouse	PROTEIN_CODING	3	80347	NCBI Ortholog
71745	Cul2	cullin 2	Mus musculus	house mouse	PROTEIN_CODING	4	8453	NCBI Ortholog
71746	Rgl3	ral guanine nucleotide dissociation stimulator-like 3	Mus musculus	house mouse	PROTEIN_CODING	7	57139	NCBI Ortholog
71750	R3hdm2	R3H domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	30	22864	NCBI Ortholog
71751	Map3k13	mitogen-activated protein kinase kinase kinase 13	Mus musculus	house mouse	PROTEIN_CODING	6	9175	NCBI Ortholog
71752	Gtf3c2	general transcription factor IIIC, polypeptide 2, beta	Mus musculus	house mouse	PROTEIN_CODING	1	2976	NCBI Ortholog
71754	Cyp2d40	cytochrome P450, family 2, subfamily d, polypeptide 40	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
71755	Dhdh	dihydrodiol dehydrogenase	Mus musculus	house mouse	PROTEIN_CODING	2	27294	NCBI Ortholog
71756	Cpn2	carboxypeptidase N, polypeptide 2	Mus musculus	house mouse	PROTEIN_CODING	1	1370	NCBI Ortholog
71760	Etnppl	ethanolamine phosphate phospholyase	Mus musculus	house mouse	PROTEIN_CODING	2	64850	NCBI Ortholog
71761	Amdhd1	amidohydrolase domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	2	144193	NCBI Ortholog
71764	C2cd2l	C2 calcium-dependent domain containing 2-like	Mus musculus	house mouse	PROTEIN_CODING	8	9854	NCBI Ortholog
71765	Klhdc3	kelch domain containing 3	Mus musculus	house mouse	PROTEIN_CODING	3	116138	NCBI Ortholog
71766	Raver1	ribonucleoprotein, PTB-binding 1	Mus musculus	house mouse	PROTEIN_CODING	1	125950	NCBI Ortholog
71767	Tysnd1	trypsin domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	6	219743	NCBI Ortholog
71768	Vwce	von Willebrand factor C and EGF domains	Mus musculus	house mouse	PROTEIN_CODING	8	220001	NCBI Ortholog
71769	Bbs10	Bardet-Biedl syndrome 10	Mus musculus	house mouse	PROTEIN_CODING	1	79738	NCBI Ortholog
71772	Plbd2	phospholipase B domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	2	196463	NCBI Ortholog
71773	Ugt2b1	UDP glucuronosyltransferase 2 family, polypeptide B1	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
71774	Shroom1	shroom family member 1	Mus musculus	house mouse	PROTEIN_CODING	3	134549	NCBI Ortholog
71775	Inhca	inhibitor of carbonic anhydrase	Mus musculus	house mouse	PROTEIN_CODING	2	71775	NCBI Ortholog
71776	Tha1	threonine aldolase 1	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
71777	Ing3	inhibitor of growth family, member 3	Mus musculus	house mouse	PROTEIN_CODING	6	54556	NCBI Ortholog
71778	Klhl5	kelch-like 5	Mus musculus	house mouse	PROTEIN_CODING	6	51088	NCBI Ortholog
71779	Marchf8	membrane associated ring-CH-type finger 8	Mus musculus	house mouse	PROTEIN_CODING	14	220972	NCBI Ortholog
71780	Isyna1	myo-inositol 1-phosphate synthase A1	Mus musculus	house mouse	PROTEIN_CODING	1	51477	NCBI Ortholog
71782	Ankle2	ankyrin repeat and LEM domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	3	23141	NCBI Ortholog
71787	Trnau1ap	tRNA selenocysteine 1 associated protein 1	Mus musculus	house mouse	PROTEIN_CODING	8	54952	NCBI Ortholog
71790	Anxa9	annexin A9	Mus musculus	house mouse	PROTEIN_CODING	8	8416	NCBI Ortholog
71791	Cpa4	carboxypeptidase A4	Mus musculus	house mouse	PROTEIN_CODING	2	51200	NCBI Ortholog
71793	Ints12	integrator complex subunit 12	Mus musculus	house mouse	PROTEIN_CODING	1	57117	NCBI Ortholog
71795	Pitpnc1	phosphatidylinositol transfer protein, cytoplasmic 1	Mus musculus	house mouse	PROTEIN_CODING	5	26207	NCBI Ortholog
71797	Chst13	carbohydrate sulfotransferase 13	Mus musculus	house mouse	PROTEIN_CODING	1	166012	NCBI Ortholog
71799	Ptcd1	pentatricopeptide repeat domain 1	Mus musculus	house mouse	PROTEIN_CODING	2	26024	NCBI Ortholog
71801	Plekhf2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	Mus musculus	house mouse	PROTEIN_CODING	1	79666	NCBI Ortholog
71803	Slc25a18	solute carrier family 25 (mitochondrial carrier), member 18	Mus musculus	house mouse	PROTEIN_CODING	4	83733	NCBI Ortholog
71804	Mtfr2	mitochondrial fission regulator 2	Mus musculus	house mouse	PROTEIN_CODING	2	113115	NCBI Ortholog
71805	Nup93	nucleoporin 93	Mus musculus	house mouse	PROTEIN_CODING	14	9688	NCBI Ortholog
71807	Tars2	threonyl-tRNA synthetase 2, mitochondrial (putative)	Mus musculus	house mouse	PROTEIN_CODING	17	80222	NCBI Ortholog
71810	Ranbp3	RAN binding protein 3	Mus musculus	house mouse	PROTEIN_CODING	19	8498	NCBI Ortholog
71816	Rnf180	ring finger protein 180	Mus musculus	house mouse	PROTEIN_CODING	21	285671	NCBI Ortholog
71817	Tmem50a	transmembrane protein 50A	Mus musculus	house mouse	PROTEIN_CODING	5	23585	NCBI Ortholog
71820	Dync2i2	dynein 2 intermediate chain 2	Mus musculus	house mouse	PROTEIN_CODING	1	89891	NCBI Ortholog
71824	1700006A11Rik	RIKEN cDNA 1700006A11 gene	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
71827	Lrrc34	leucine rich repeat containing 34	Mus musculus	house mouse	PROTEIN_CODING	1	151827	NCBI Ortholog
71828	Gtf2a1l	general transcription factor IIA, 1-like	Mus musculus	house mouse	PROTEIN_CODING	2	11036	NCBI Ortholog
71829	Ddi1	DNA-damage inducible 1	Mus musculus	house mouse	PROTEIN_CODING	1	414301	NCBI Ortholog
71830	Pdilt	protein disulfide isomerase-like, testis expressed	Mus musculus	house mouse	PROTEIN_CODING	5	204474	NCBI Ortholog
71831	Iqcm	IQ motif containing M	Mus musculus	house mouse	PROTEIN_CODING	2	285423	NCBI Ortholog
71832	Csl	citrate synthase like	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
71833	Dcaf7	DDB1 and CUL4 associated factor 7	Mus musculus	house mouse	PROTEIN_CODING	1	10238	NCBI Ortholog
71834	Zbtb43	zinc finger and BTB domain containing 43	Mus musculus	house mouse	PROTEIN_CODING	6	23099	NCBI Ortholog
71835	Lancl2	LanC (bacterial lantibiotic synthetase component C)-like 2	Mus musculus	house mouse	PROTEIN_CODING	1	55915	NCBI Ortholog
71836	Shcbp1l	Shc SH2-domain binding protein 1-like	Mus musculus	house mouse	PROTEIN_CODING	3	81626	NCBI Ortholog
71837	1700003E16Rik	RIKEN cDNA 1700003E16 gene	Mus musculus	house mouse	PROTEIN_CODING	1	388963	NCBI Ortholog
71838	Phf7	PHD finger protein 7	Mus musculus	house mouse	PROTEIN_CODING	7	51533	NCBI Ortholog
71839	Osgin1	oxidative stress induced growth inhibitor 1	Mus musculus	house mouse	PROTEIN_CODING	4	29948	NCBI Ortholog
71840	Tekt4	tektin 4	Mus musculus	house mouse	PROTEIN_CODING	4	150483	NCBI Ortholog
71841	Tcp11x2	t-complex 11 family, X-linked 2	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
71843	R3hcc1	R3H domain and coiled-coil containing 1	Mus musculus	house mouse	PROTEIN_CODING	3	203069	NCBI Ortholog
71844	Nup58	nucleoporin 58	Mus musculus	house mouse	PROTEIN_CODING	4	9818	NCBI Ortholog
71846	Syce2	synaptonemal complex central element protein 2	Mus musculus	house mouse	PROTEIN_CODING	4	256126	NCBI Ortholog
71854	Dpep3	dipeptidase 3	Mus musculus	house mouse	PROTEIN_CODING	1	64180	NCBI Ortholog
71856	Wfdc3	WAP four-disulfide core domain 3	Mus musculus	house mouse	PROTEIN_CODING	8	140686	NCBI Ortholog
71860	Cfap52	cilia and flagella associated protein 52	Mus musculus	house mouse	PROTEIN_CODING	2	146845	NCBI Ortholog
71861	Zswim2	zinc finger SWIM-type containing 2	Mus musculus	house mouse	PROTEIN_CODING	3	151112	NCBI Ortholog
71862	Gpr160	G protein-coupled receptor 160	Mus musculus	house mouse	PROTEIN_CODING	15	26996	NCBI Ortholog
71864	Fam217a	family with sequence similarity 217, member A	Mus musculus	house mouse	PROTEIN_CODING	9	222826	NCBI Ortholog
71865	Fbxo30	F-box protein 30	Mus musculus	house mouse	PROTEIN_CODING	4	84085	NCBI Ortholog
71868	Spmap2l	sperm microtubule associated protein 2 like	Mus musculus	house mouse	PROTEIN_CODING	4	100506564	NCBI Ortholog
71869	Serpinb12	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12	Mus musculus	house mouse	PROTEIN_CODING	2	89777	NCBI Ortholog
71870	Cfap45	cilia and flagella associated protein 45	Mus musculus	house mouse	PROTEIN_CODING	2	25790	NCBI Ortholog
71872	Aox4	aldehyde oxidase 4	Mus musculus	house mouse	PROTEIN_CODING	3	NA	
71876	Cenpu	centromere protein U	Mus musculus	house mouse	PROTEIN_CODING	6	79682	NCBI Ortholog
71878	Fam83d	family with sequence similarity 83, member D	Mus musculus	house mouse	PROTEIN_CODING	4	81610	NCBI Ortholog
71881	Apmap	adipocyte plasma membrane associated protein	Mus musculus	house mouse	PROTEIN_CODING	5	57136	NCBI Ortholog
71883	Coq2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	Mus musculus	house mouse	PROTEIN_CODING	4	27235	NCBI Ortholog
71884	Chit1	chitinase 1	Mus musculus	house mouse	PROTEIN_CODING	6	1118	NCBI Ortholog
71885	Faap100	Fanconi anemia core complex associated protein 100	Mus musculus	house mouse	PROTEIN_CODING	1	80233	NCBI Ortholog
71887	Ppm1j	protein phosphatase 1J	Mus musculus	house mouse	PROTEIN_CODING	4	333926	NCBI Ortholog
71888	Krt33a	keratin 33A	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
71889	Epn3	epsin 3	Mus musculus	house mouse	PROTEIN_CODING	3	55040	NCBI Ortholog
71891	Cdadc1	cytidine and dCMP deaminase domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	17	81602	NCBI Ortholog
71897	Lypd6b	LY6/PLAUR domain containing 6B	Mus musculus	house mouse	PROTEIN_CODING	15	130576	NCBI Ortholog
71898	Apol9b	apolipoprotein L 9b	Mus musculus	house mouse	PROTEIN_CODING	3	NA	
71901	Fam219a	family with sequence similarity 219, member A	Mus musculus	house mouse	PROTEIN_CODING	9	203259	NCBI Ortholog
71902	Cand1	cullin associated and neddylation disassociated 1	Mus musculus	house mouse	PROTEIN_CODING	1	55832	NCBI Ortholog
71903	Ces2f	carboxylesterase 2F	Mus musculus	house mouse	PROTEIN_CODING	5	NA	
71904	Paqr7	progestin and adipoQ receptor family member VII	Mus musculus	house mouse	PROTEIN_CODING	6	164091	NCBI Ortholog
71907	Serpina9	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	Mus musculus	house mouse	PROTEIN_CODING	3	327657	NCBI Ortholog
71908	Cldn23	claudin 23	Mus musculus	house mouse	PROTEIN_CODING	1	137075	NCBI Ortholog
71909	Haus5	HAUS augmin-like complex, subunit 5	Mus musculus	house mouse	PROTEIN_CODING	1	23354	NCBI Ortholog
71910	Plpp5	phospholipid phosphatase 5	Mus musculus	house mouse	PROTEIN_CODING	5	84513	NCBI Ortholog
71912	Jsrp1	junctional sarcoplasmic reticulum protein 1	Mus musculus	house mouse	PROTEIN_CODING	2	126306	NCBI Ortholog
71916	Dus4l	dihydrouridine synthase 4 like	Mus musculus	house mouse	PROTEIN_CODING	7	11062	NCBI Ortholog
71918	Zcchc24	zinc finger, CCHC domain containing 24	Mus musculus	house mouse	PROTEIN_CODING	1	219654	NCBI Ortholog
71919	Rpap3	RNA polymerase II associated protein 3	Mus musculus	house mouse	PROTEIN_CODING	6	79657	NCBI Ortholog
71920	Epgn	epithelial mitogen	Mus musculus	house mouse	PROTEIN_CODING	1	255324	NCBI Ortholog
71923	Borcs6	BLOC-1 related complex subunit 6	Mus musculus	house mouse	PROTEIN_CODING	1	54785	NCBI Ortholog
71924	Tube1	tubulin, epsilon 1	Mus musculus	house mouse	PROTEIN_CODING	6	51175	NCBI Ortholog
71927	Itfg1	integrin alpha FG-GAP repeat containing 1	Mus musculus	house mouse	PROTEIN_CODING	1	81533	NCBI Ortholog
71929	Tmem123	transmembrane protein 123	Mus musculus	house mouse	PROTEIN_CODING	3	114908	NCBI Ortholog
71932	Ephx3	epoxide hydrolase 3	Mus musculus	house mouse	PROTEIN_CODING	3	79852	NCBI Ortholog
71934	Car13	carbonic anhydrase 13	Mus musculus	house mouse	PROTEIN_CODING	1	377677	NCBI Ortholog
71939	Apol6	apolipoprotein L 6	Mus musculus	house mouse	PROTEIN_CODING	5	80830	NCBI Ortholog
71941	Cars2	cysteinyl-tRNA synthetase 2, mitochondrial	Mus musculus	house mouse	PROTEIN_CODING	16	79587	NCBI Ortholog
71943	Tom1l1	target of myb1-like 1 (chicken)	Mus musculus	house mouse	PROTEIN_CODING	6	10040	NCBI Ortholog
71946	Endod1	endonuclease domain containing 1	Mus musculus	house mouse	PROTEIN_CODING	2	23052	NCBI Ortholog
71947	Tmem94	transmembrane protein 94	Mus musculus	house mouse	PROTEIN_CODING	18	9772	NCBI Ortholog
71951	Gpc2	glypican 2 cerebroglycan	Mus musculus	house mouse	PROTEIN_CODING	7	221914	NCBI Ortholog
71952	Riox1	ribosomal oxygenase 1	Mus musculus	house mouse	PROTEIN_CODING	1	79697	NCBI Ortholog
71954	Suds3	suppressor of defective silencing 3 homolog (S. cerevisiae)	Mus musculus	house mouse	PROTEIN_CODING	3	64426	NCBI Ortholog
71955	Ist1	increased sodium tolerance 1 homolog (yeast)	Mus musculus	house mouse	PROTEIN_CODING	8	9798	NCBI Ortholog
71956	Rnf135	ring finger protein 135	Mus musculus	house mouse	PROTEIN_CODING	3	84282	NCBI Ortholog
71957	Ints11	integrator complex subunit 11	Mus musculus	house mouse	PROTEIN_CODING	8	54973	NCBI Ortholog
71962	Castor1	cytosolic arginine sensor for mTORC1 subunit 1	Mus musculus	house mouse	PROTEIN_CODING	3	652968	NCBI Ortholog
71963	Cdca4	cell division cycle associated 4	Mus musculus	house mouse	PROTEIN_CODING	3	55038	NCBI Ortholog
71966	Nkiras2	NFKB inhibitor interacting Ras-like protein 2	Mus musculus	house mouse	PROTEIN_CODING	2	28511	NCBI Ortholog
71967	Mageb16	MAGE family member B16	Mus musculus	house mouse	PROTEIN_CODING	3	139604	NCBI Ortholog
71968	Wdr73	WD repeat domain 73	Mus musculus	house mouse	PROTEIN_CODING	9	84942	NCBI Ortholog
71970	Zbed5	zinc finger BED-type containing 5	Mus musculus	house mouse	PROTEIN_CODING	5	NA	
71971	Zswim1	zinc finger SWIM-type containing 1	Mus musculus	house mouse	PROTEIN_CODING	1	90204	NCBI Ortholog
71973	Rbpms2	RNA binding protein with multiple splicing 2	Mus musculus	house mouse	PROTEIN_CODING	5	348093	NCBI Ortholog
71979	Prr23a3	proline rich 23A, member 3	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
71981	Tdrd12	tudor domain containing 12	Mus musculus	house mouse	PROTEIN_CODING	10	91646	NCBI Ortholog
71983	Tmco6	transmembrane and coiled-coil domains 6	Mus musculus	house mouse	PROTEIN_CODING	3	55374	NCBI Ortholog
71984	Sars2	seryl-aminoacyl-tRNA synthetase 2	Mus musculus	house mouse	PROTEIN_CODING	4	54938	NCBI Ortholog
71985	Acad10	acyl-Coenzyme A dehydrogenase family, member 10	Mus musculus	house mouse	PROTEIN_CODING	10	80724	NCBI Ortholog
71986	Ddx28	DEAD box helicase 28	Mus musculus	house mouse	PROTEIN_CODING	1	55794	NCBI Ortholog
71989	Rpusd4	RNA pseudouridylate synthase domain containing 4	Mus musculus	house mouse	PROTEIN_CODING	1	84881	NCBI Ortholog
71990	Ddx54	DEAD box helicase 54	Mus musculus	house mouse	PROTEIN_CODING	2	79039	NCBI Ortholog
71991	Ercc8	excision repaiross-complementing rodent repair deficiency, complementation group 8	Mus musculus	house mouse	PROTEIN_CODING	8	1161	NCBI Ortholog
