NCBI.GeneID	Symbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
199974	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1	Homo sapiens	human	PROTEIN_CODING	3	199974	NCBI Ortholog
199990	FAAP20	FA core complex associated protein 20	Homo sapiens	human	PROTEIN_CODING	38	199990	NCBI Ortholog
200162	SPAG17	sperm associated antigen 17	Homo sapiens	human	PROTEIN_CODING	29	200162	NCBI Ortholog
200205	IBA57	iron-sulfur cluster assembly factor IBA57	Homo sapiens	human	PROTEIN_CODING	2	200205	NCBI Ortholog
2009	EML1	EMAP like 1	Homo sapiens	human	PROTEIN_CODING	20	2009	NCBI Ortholog
200931	SLC51A	solute carrier family 51 member A	Homo sapiens	human	PROTEIN_CODING	3	200931	NCBI Ortholog
200933	FBXO45	F-box protein 45	Homo sapiens	human	PROTEIN_CODING	1	200933	NCBI Ortholog
201134	CEP112	centrosomal protein 112	Homo sapiens	human	PROTEIN_CODING	41	201134	NCBI Ortholog
201292	TRIM65	tripartite motif containing 65	Homo sapiens	human	PROTEIN_CODING	30	201292	NCBI Ortholog
201501	ZBTB7C	zinc finger and BTB domain containing 7C	Homo sapiens	human	PROTEIN_CODING	27	201501	NCBI Ortholog
201626	PDE12	phosphodiesterase 12	Homo sapiens	human	PROTEIN_CODING	3	201626	NCBI Ortholog
202	CRYBG1	crystallin beta-gamma domain containing 1	Homo sapiens	human	PROTEIN_CODING	6	202	NCBI Ortholog
2027	ENO3	enolase 3	Homo sapiens	human	PROTEIN_CODING	6	2027	NCBI Ortholog
2029	ENSA	endosulfine alpha	Homo sapiens	human	PROTEIN_CODING	8	2029	NCBI Ortholog
203100	HTRA4	HtrA serine peptidase 4	Homo sapiens	human	PROTEIN_CODING	5	203100	NCBI Ortholog
203413	CT83	cancer/testis antigen 83	Homo sapiens	human	PROTEIN_CODING	1	203413	NCBI Ortholog
204219	CERS3	ceramide synthase 3	Homo sapiens	human	PROTEIN_CODING	14	204219	NCBI Ortholog
204851	HIPK1	homeodomain interacting protein kinase 1	Homo sapiens	human	PROTEIN_CODING	26	204851	NCBI Ortholog
205564	SENP5	SUMO specific peptidase 5	Homo sapiens	human	PROTEIN_CODING	10	205564	NCBI Ortholog
2063	NR2F6	nuclear receptor subfamily 2 group F member 6	Homo sapiens	human	PROTEIN_CODING	1	2063	NCBI Ortholog
206338	LVRN	laeverin	Homo sapiens	human	PROTEIN_CODING	14	206338	NCBI Ortholog
2116	ETV2	ETS variant transcription factor 2	Homo sapiens	human	PROTEIN_CODING	11	2116	NCBI Ortholog
2125	EVPL	envoplakin	Homo sapiens	human	PROTEIN_CODING	2	2125	NCBI Ortholog
2140	EYA3	EYA transcriptional coactivator and phosphatase 3	Homo sapiens	human	PROTEIN_CODING	29	2140	NCBI Ortholog
219333	USP12	ubiquitin specific peptidase 12	Homo sapiens	human	PROTEIN_CODING	3	219333	NCBI Ortholog
219402	MTIF3	mitochondrial translational initiation factor 3	Homo sapiens	human	PROTEIN_CODING	41	219402	NCBI Ortholog
219623	TMEM26	transmembrane protein 26	Homo sapiens	human	PROTEIN_CODING	9	219623	NCBI Ortholog
219790	RTKN2	rhotekin 2	Homo sapiens	human	PROTEIN_CODING	9	219790	NCBI Ortholog
219972	MPEG1	macrophage expressed 1	Homo sapiens	human	PROTEIN_CODING	1	219972	NCBI Ortholog
219988	PATL1	PAT1 homolog 1, processing body mRNA decay factor	Homo sapiens	human	PROTEIN_CODING	1	219988	NCBI Ortholog
220001	VWCE	von Willebrand factor C and EGF domains	Homo sapiens	human	PROTEIN_CODING	24	220001	NCBI Ortholog
220064	LTO1	LTO1 maturation factor of ABCE1	Homo sapiens	human	PROTEIN_CODING	3	220064	NCBI Ortholog
220213	OTUD1	OTU deubiquitinase 1	Homo sapiens	human	PROTEIN_CODING	1	220213	NCBI Ortholog
221	ALDH3B1	aldehyde dehydrogenase 3 family member B1	Homo sapiens	human	PROTEIN_CODING	5	221	NCBI Ortholog
221092	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2	Homo sapiens	human	PROTEIN_CODING	1	221092	NCBI Ortholog
221154	MICU2	mitochondrial calcium uptake 2	Homo sapiens	human	PROTEIN_CODING	9	221154	NCBI Ortholog
221178	SPATA13	spermatogenesis associated 13	Homo sapiens	human	PROTEIN_CODING	7	221178	NCBI Ortholog
221391	OPN5	opsin 5	Homo sapiens	human	PROTEIN_CODING	16	221391	NCBI Ortholog
221395	ADGRF5	adhesion G protein-coupled receptor F5	Homo sapiens	human	PROTEIN_CODING	16	221395	NCBI Ortholog
221496	LEMD2	LEM domain nuclear envelope protein 2	Homo sapiens	human	PROTEIN_CODING	8	221496	NCBI Ortholog
221613	H2AC1	H2A clustered histone 1	Homo sapiens	human	PROTEIN_CODING	1	221613	NCBI Ortholog
221656	KDM1B	lysine demethylase 1B	Homo sapiens	human	PROTEIN_CODING	56	221656	NCBI Ortholog
221662	RBM24	RNA binding motif protein 24	Homo sapiens	human	PROTEIN_CODING	9	221662	NCBI Ortholog
222229	LRWD1	leucine rich repeats and WD repeat domain containing 1	Homo sapiens	human	PROTEIN_CODING	2	222229	NCBI Ortholog
222236	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D	Homo sapiens	human	PROTEIN_CODING	39	222236	NCBI Ortholog
222256	CDHR3	cadherin related family member 3	Homo sapiens	human	PROTEIN_CODING	2	222256	NCBI Ortholog
222484	LNX2	ligand of numb-protein X 2	Homo sapiens	human	PROTEIN_CODING	18	222484	NCBI Ortholog
222546	RFX6	regulatory factor X6	Homo sapiens	human	PROTEIN_CODING	5	222546	NCBI Ortholog
222662	LHFPL5	LHFPL tetraspan subfamily member 5	Homo sapiens	human	PROTEIN_CODING	1	222662	NCBI Ortholog
222663	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	Homo sapiens	human	PROTEIN_CODING	10	222663	NCBI Ortholog
222962	SLC29A4	solute carrier family 29 member 4	Homo sapiens	human	PROTEIN_CODING	3	222962	NCBI Ortholog
223	ALDH9A1	aldehyde dehydrogenase 9 family member A1	Homo sapiens	human	PROTEIN_CODING	2	223	NCBI Ortholog
223117	SEMA3D	semaphorin 3D	Homo sapiens	human	PROTEIN_CODING	9	223117	NCBI Ortholog
2251	FGF6	fibroblast growth factor 6	Homo sapiens	human	PROTEIN_CODING	5	2251	NCBI Ortholog
2256	FGF11	fibroblast growth factor 11	Homo sapiens	human	PROTEIN_CODING	3	2256	NCBI Ortholog
22802	CLCA4	chloride channel accessory 4	Homo sapiens	human	PROTEIN_CODING	4	22802	NCBI Ortholog
22821	RASA3	RAS p21 protein activator 3	Homo sapiens	human	PROTEIN_CODING	37	22821	NCBI Ortholog
22829	NLGN4Y	neuroligin 4 Y-linked	Homo sapiens	human	PROTEIN_CODING	40	22829	NCBI Ortholog
22834	ZNF652	zinc finger protein 652	Homo sapiens	human	PROTEIN_CODING	19	22834	NCBI Ortholog
22836	RHOBTB3	Rho related BTB domain containing 3	Homo sapiens	human	PROTEIN_CODING	4	22836	NCBI Ortholog
22837	COBLL1	cordon-bleu WH2 repeat protein like 1	Homo sapiens	human	PROTEIN_CODING	10	22837	NCBI Ortholog
22839	DLGAP4	DLG associated protein 4	Homo sapiens	human	PROTEIN_CODING	20	22839	NCBI Ortholog
22843	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E	Homo sapiens	human	PROTEIN_CODING	6	22843	NCBI Ortholog
22856	CHSY1	chondroitin sulfate synthase 1	Homo sapiens	human	PROTEIN_CODING	9	22856	NCBI Ortholog
22859	ADGRL1	adhesion G protein-coupled receptor L1	Homo sapiens	human	PROTEIN_CODING	59	22859	NCBI Ortholog
2286	FKBP2	FKBP prolyl isomerase 2	Homo sapiens	human	PROTEIN_CODING	8	2286	NCBI Ortholog
22868	FASTKD2	FAST kinase domains 2	Homo sapiens	human	PROTEIN_CODING	3	22868	NCBI Ortholog
22870	PPP6R1	protein phosphatase 6 regulatory subunit 1	Homo sapiens	human	PROTEIN_CODING	21	22870	NCBI Ortholog
22881	ANKRD6	ankyrin repeat domain 6	Homo sapiens	human	PROTEIN_CODING	92	22881	NCBI Ortholog
22883	CLSTN1	calsyntenin 1	Homo sapiens	human	PROTEIN_CODING	5	22883	NCBI Ortholog
22893	BAHD1	bromo adjacent homology domain containing 1	Homo sapiens	human	PROTEIN_CODING	26	22893	NCBI Ortholog
22901	ARSG	arylsulfatase G	Homo sapiens	human	PROTEIN_CODING	74	22901	NCBI Ortholog
22905	EPN2	epsin 2	Homo sapiens	human	PROTEIN_CODING	3	22905	NCBI Ortholog
22908	SACM1L	SAC1 like phosphatidylinositide phosphatase	Homo sapiens	human	PROTEIN_CODING	8	22908	NCBI Ortholog
22921	MSRB2	methionine sulfoxide reductase B2	Homo sapiens	human	PROTEIN_CODING	3	22921	NCBI Ortholog
22927	HABP4	hyaluronan binding protein 4	Homo sapiens	human	PROTEIN_CODING	9	22927	NCBI Ortholog
22934	RPIA	ribose 5-phosphate isomerase A	Homo sapiens	human	PROTEIN_CODING	3	22934	NCBI Ortholog
22949	PTGR1	prostaglandin reductase 1	Homo sapiens	human	PROTEIN_CODING	12	22949	NCBI Ortholog
22950	SLC4A1AP	solute carrier family 4 member 1 adaptor protein	Homo sapiens	human	PROTEIN_CODING	1	22950	NCBI Ortholog
2298	FOXD4	forkhead box D4	Homo sapiens	human	PROTEIN_CODING	1	2298	NCBI Ortholog
22980	TCF25	transcription factor 25	Homo sapiens	human	PROTEIN_CODING	1	22980	NCBI Ortholog
22981	NINL	ninein like	Homo sapiens	human	PROTEIN_CODING	55	22981	NCBI Ortholog
22983	MAST1	microtubule associated serine/threonine kinase 1	Homo sapiens	human	PROTEIN_CODING	1	22983	NCBI Ortholog
22984	PDCD11	programmed cell death 11	Homo sapiens	human	PROTEIN_CODING	8	22984	NCBI Ortholog
22986	SORCS3	sortilin related VPS10 domain containing receptor 3	Homo sapiens	human	PROTEIN_CODING	3	22986	NCBI Ortholog
22987	SV2C	synaptic vesicle glycoprotein 2C	Homo sapiens	human	PROTEIN_CODING	11	22987	NCBI Ortholog
2299	FOXI1	forkhead box I1	Homo sapiens	human	PROTEIN_CODING	4	2299	NCBI Ortholog
22998	LIMCH1	LIM and calponin homology domains 1	Homo sapiens	human	PROTEIN_CODING	88	22998	NCBI Ortholog
2300	FOXL1	forkhead box L1	Homo sapiens	human	PROTEIN_CODING	1	2300	NCBI Ortholog
23001	WDFY3	WD repeat and FYVE domain containing 3	Homo sapiens	human	PROTEIN_CODING	52	23001	NCBI Ortholog
23016	EXOSC7	exosome component 7	Homo sapiens	human	PROTEIN_CODING	8	23016	NCBI Ortholog
23024	PDZRN3	PDZ domain containing ring finger 3	Homo sapiens	human	PROTEIN_CODING	7	23024	NCBI Ortholog
23029	RBM34	RNA binding motif protein 34	Homo sapiens	human	PROTEIN_CODING	12	23029	NCBI Ortholog
23037	PDZD2	PDZ domain containing 2	Homo sapiens	human	PROTEIN_CODING	15	23037	NCBI Ortholog
23039	XPO7	exportin 7	Homo sapiens	human	PROTEIN_CODING	4	23039	NCBI Ortholog
23041	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking	Homo sapiens	human	PROTEIN_CODING	25	23041	NCBI Ortholog
23042	PDXDC1	pyridoxal dependent decarboxylase domain containing 1	Homo sapiens	human	PROTEIN_CODING	48	23042	NCBI Ortholog
23046	KIF21B	kinesin family member 21B	Homo sapiens	human	PROTEIN_CODING	10	23046	NCBI Ortholog
23065	EMC1	ER membrane protein complex subunit 1	Homo sapiens	human	PROTEIN_CODING	6	23065	NCBI Ortholog
23066	CAND2	cullin associated and neddylation dissociated 2 (putative)	Homo sapiens	human	PROTEIN_CODING	6	23066	NCBI Ortholog
23070	CMTR1	cap methyltransferase 1	Homo sapiens	human	PROTEIN_CODING	5	23070	NCBI Ortholog
23072	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	Homo sapiens	human	PROTEIN_CODING	36	23072	NCBI Ortholog
23078	VWA8	von Willebrand factor A domain containing 8	Homo sapiens	human	PROTEIN_CODING	2	23078	NCBI Ortholog
23082	PPRC1	PPARG related coactivator 1	Homo sapiens	human	PROTEIN_CODING	47	23082	NCBI Ortholog
23086	EXPH5	exophilin 5	Homo sapiens	human	PROTEIN_CODING	30	23086	NCBI Ortholog
23091	ZC3H13	zinc finger CCCH-type containing 13	Homo sapiens	human	PROTEIN_CODING	40	23091	NCBI Ortholog
23093	TTLL5	tubulin tyrosine ligase like 5	Homo sapiens	human	PROTEIN_CODING	1	23093	NCBI Ortholog
23094	SIPA1L3	signal induced proliferation associated 1 like 3	Homo sapiens	human	PROTEIN_CODING	12	23094	NCBI Ortholog
23107	MRPS27	mitochondrial ribosomal protein S27	Homo sapiens	human	PROTEIN_CODING	3	23107	NCBI Ortholog
23113	CUL9	cullin 9	Homo sapiens	human	PROTEIN_CODING	39	23113	NCBI Ortholog
23130	ATG2A	autophagy related 2A	Homo sapiens	human	PROTEIN_CODING	15	23130	NCBI Ortholog
23131	GPATCH8	G-patch domain containing 8	Homo sapiens	human	PROTEIN_CODING	23	23131	NCBI Ortholog
23137	SMC5	structural maintenance of chromosomes 5	Homo sapiens	human	PROTEIN_CODING	21	23137	NCBI Ortholog
23141	ANKLE2	ankyrin repeat and LEM domain containing 2	Homo sapiens	human	PROTEIN_CODING	15	23141	NCBI Ortholog
23143	LRCH1	leucine rich repeats and calponin homology domain containing 1	Homo sapiens	human	PROTEIN_CODING	7	23143	NCBI Ortholog
23154	NCDN	neurochondrin	Homo sapiens	human	PROTEIN_CODING	3	23154	NCBI Ortholog
23155	CLCC1	chloride channel CLIC like 1	Homo sapiens	human	PROTEIN_CODING	18	23155	NCBI Ortholog
23160	WDR43	WD repeat domain 43	Homo sapiens	human	PROTEIN_CODING	1	23160	NCBI Ortholog
23168	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component	Homo sapiens	human	PROTEIN_CODING	1	23168	NCBI Ortholog
23170	TTLL12	tubulin tyrosine ligase like 12	Homo sapiens	human	PROTEIN_CODING	1	23170	NCBI Ortholog
23172	ABRAXAS2	abraxas 2, BRISC complex subunit	Homo sapiens	human	PROTEIN_CODING	7	23172	NCBI Ortholog
23173	METAP1	methionyl aminopeptidase 1	Homo sapiens	human	PROTEIN_CODING	27	23173	NCBI Ortholog
23176	SEPTIN8	septin 8	Homo sapiens	human	PROTEIN_CODING	28	23176	NCBI Ortholog
23177	CEP68	centrosomal protein 68	Homo sapiens	human	PROTEIN_CODING	5	23177	NCBI Ortholog
23181	DIP2A	disco interacting protein 2 homolog A	Homo sapiens	human	PROTEIN_CODING	50	23181	NCBI Ortholog
23184	MESD	mesoderm development LRP chaperone	Homo sapiens	human	PROTEIN_CODING	3	23184	NCBI Ortholog
23194	FBXL7	F-box and leucine rich repeat protein 7	Homo sapiens	human	PROTEIN_CODING	8	23194	NCBI Ortholog
23195	MDN1	midasin AAA ATPase 1	Homo sapiens	human	PROTEIN_CODING	1	23195	NCBI Ortholog
23199	GSE1	Gse1 coiled-coil protein	Homo sapiens	human	PROTEIN_CODING	58	23199	NCBI Ortholog
23201	FAM168A	family with sequence similarity 168 member A	Homo sapiens	human	PROTEIN_CODING	7	23201	NCBI Ortholog
23204	ARL6IP1	ARF like GTPase 6 interacting protein 1	Homo sapiens	human	PROTEIN_CODING	2	23204	NCBI Ortholog
23207	PLEKHM2	pleckstrin homology and RUN domain containing M2	Homo sapiens	human	PROTEIN_CODING	9	23207	NCBI Ortholog
23208	SYT11	synaptotagmin 11	Homo sapiens	human	PROTEIN_CODING	5	23208	NCBI Ortholog
23211	ZC3H4	zinc finger CCCH-type containing 4	Homo sapiens	human	PROTEIN_CODING	26	23211	NCBI Ortholog
23212	RRS1	ribosome biogenesis regulator 1 homolog	Homo sapiens	human	PROTEIN_CODING	1	23212	NCBI Ortholog
23214	XPO6	exportin 6	Homo sapiens	human	PROTEIN_CODING	2	23214	NCBI Ortholog
23215	PRRC2C	proline rich coiled-coil 2C	Homo sapiens	human	PROTEIN_CODING	34	23215	NCBI Ortholog
23218	NBEAL2	neurobeachin like 2	Homo sapiens	human	PROTEIN_CODING	26	23218	NCBI Ortholog
23219	FBXO28	F-box protein 28	Homo sapiens	human	PROTEIN_CODING	3	23219	NCBI Ortholog
23223	RRP12	ribosomal RNA processing 12 homolog	Homo sapiens	human	PROTEIN_CODING	10	23223	NCBI Ortholog
23233	EXOC6B	exocyst complex component 6B	Homo sapiens	human	PROTEIN_CODING	18	23233	NCBI Ortholog
23234	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9	Homo sapiens	human	PROTEIN_CODING	7	23234	NCBI Ortholog
23241	PACS2	phosphofurin acidic cluster sorting protein 2	Homo sapiens	human	PROTEIN_CODING	29	23241	NCBI Ortholog
23242	COBL	cordon-bleu WH2 repeat protein	Homo sapiens	human	PROTEIN_CODING	38	23242	NCBI Ortholog
23243	ANKRD28	ankyrin repeat domain 28	Homo sapiens	human	PROTEIN_CODING	58	23243	NCBI Ortholog
23248	RPRD2	regulation of nuclear pre-mRNA domain containing 2	Homo sapiens	human	PROTEIN_CODING	18	23248	NCBI Ortholog
23250	ATP11A	ATPase phospholipid transporting 11A	Homo sapiens	human	PROTEIN_CODING	19	23250	NCBI Ortholog
23255	MTCL1	microtubule crosslinking factor 1	Homo sapiens	human	PROTEIN_CODING	63	23255	NCBI Ortholog
23262	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2	Homo sapiens	human	PROTEIN_CODING	49	23262	NCBI Ortholog
23266	ADGRL2	adhesion G protein-coupled receptor L2	Homo sapiens	human	PROTEIN_CODING	105	23266	NCBI Ortholog
23268	DNMBP	dynamin binding protein	Homo sapiens	human	PROTEIN_CODING	7	23268	NCBI Ortholog
23269	MGA	MAX dimerization protein MGA	Homo sapiens	human	PROTEIN_CODING	103	23269	NCBI Ortholog
23271	CAMSAP2	calmodulin regulated spectrin associated protein family member 2	Homo sapiens	human	PROTEIN_CODING	10	23271	NCBI Ortholog
23272	TASOR	transcription activation suppressor	Homo sapiens	human	PROTEIN_CODING	11	23272	NCBI Ortholog
23283	CSTF2T	cleavage stimulation factor subunit 2 tau variant	Homo sapiens	human	PROTEIN_CODING	1	23283	NCBI Ortholog
23287	AGTPBP1	ATP/GTP binding carboxypeptidase 1	Homo sapiens	human	PROTEIN_CODING	45	23287	NCBI Ortholog
23294	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	Homo sapiens	human	PROTEIN_CODING	24	23294	NCBI Ortholog
23295	MGRN1	mahogunin ring finger 1	Homo sapiens	human	PROTEIN_CODING	5	23295	NCBI Ortholog
2330	FMO5	flavin containing dimethylaniline monoxygenase 5	Homo sapiens	human	PROTEIN_CODING	26	2330	NCBI Ortholog
23300	ATMIN	ATM interactor	Homo sapiens	human	PROTEIN_CODING	2	23300	NCBI Ortholog
23301	EHBP1	EH domain binding protein 1	Homo sapiens	human	PROTEIN_CODING	89	23301	NCBI Ortholog
23303	KIF13B	kinesin family member 13B	Homo sapiens	human	PROTEIN_CODING	15	23303	NCBI Ortholog
23305	ACSL6	acyl-CoA synthetase long chain family member 6	Homo sapiens	human	PROTEIN_CODING	25	23305	NCBI Ortholog
23307	FKBP15	FKBP prolyl isomerase family member 15	Homo sapiens	human	PROTEIN_CODING	5	23307	NCBI Ortholog
23310	NCAPD3	non-SMC condensin II complex subunit D3	Homo sapiens	human	PROTEIN_CODING	5	23310	NCBI Ortholog
23312	DMXL2	Dmx like 2	Homo sapiens	human	PROTEIN_CODING	29	23312	NCBI Ortholog
23315	SLC9A8	solute carrier family 9 member A8	Homo sapiens	human	PROTEIN_CODING	31	23315	NCBI Ortholog
23316	CUX2	cut like homeobox 2	Homo sapiens	human	PROTEIN_CODING	12	23316	NCBI Ortholog
23318	TUT4	terminal uridylyl transferase 4	Homo sapiens	human	PROTEIN_CODING	99	23318	NCBI Ortholog
23324	MAN2B2	mannosidase alpha class 2B member 2	Homo sapiens	human	PROTEIN_CODING	2	23324	NCBI Ortholog
23325	WASHC4	WASH complex subunit 4	Homo sapiens	human	PROTEIN_CODING	14	23325	NCBI Ortholog
23334	SZT2	SZT2 subunit of KICSTOR complex	Homo sapiens	human	PROTEIN_CODING	2	23334	NCBI Ortholog
23339	VPS39	VPS39 subunit of HOPS complex	Homo sapiens	human	PROTEIN_CODING	8	23339	NCBI Ortholog
23348	DOCK9	dedicator of cytokinesis 9	Homo sapiens	human	PROTEIN_CODING	72	23348	NCBI Ortholog
23350	U2SURP	U2 snRNP associated SURP domain containing	Homo sapiens	human	PROTEIN_CODING	4	23350	NCBI Ortholog
23360	FNBP4	formin binding protein 4	Homo sapiens	human	PROTEIN_CODING	47	23360	NCBI Ortholog
23370	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18	Homo sapiens	human	PROTEIN_CODING	28	23370	NCBI Ortholog
23376	UFL1	UFM1 specific ligase 1	Homo sapiens	human	PROTEIN_CODING	1	23376	NCBI Ortholog
23378	RRP8	ribosomal RNA processing 8	Homo sapiens	human	PROTEIN_CODING	1	23378	NCBI Ortholog
23381	SMG5	SMG5 nonsense mediated mRNA decay factor	Homo sapiens	human	PROTEIN_CODING	5	23381	NCBI Ortholog
23384	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	Homo sapiens	human	PROTEIN_CODING	4	23384	NCBI Ortholog
23392	ECPAS	Ecm29 proteasome adaptor and scaffold	Homo sapiens	human	PROTEIN_CODING	17	23392	NCBI Ortholog
23417	MLYCD	malonyl-CoA decarboxylase	Homo sapiens	human	PROTEIN_CODING	1	23417	NCBI Ortholog
23420	NOMO1	NODAL modulator 1	Homo sapiens	human	PROTEIN_CODING	1	23420	NCBI Ortholog
23421	ITGB3BP	integrin subunit beta 3 binding protein	Homo sapiens	human	PROTEIN_CODING	26	23421	NCBI Ortholog
23424	TDRD7	tudor domain containing 7	Homo sapiens	human	PROTEIN_CODING	10	23424	NCBI Ortholog
23431	AP4E1	adaptor related protein complex 4 subunit epsilon 1	Homo sapiens	human	PROTEIN_CODING	14	23431	NCBI Ortholog
23432	GPR161	G protein-coupled receptor 161	Homo sapiens	human	PROTEIN_CODING	15	23432	NCBI Ortholog
23433	RHOQ	ras homolog family member Q	Homo sapiens	human	PROTEIN_CODING	5	23433	NCBI Ortholog
23438	HARS2	histidyl-tRNA synthetase 2, mitochondrial	Homo sapiens	human	PROTEIN_CODING	5	23438	NCBI Ortholog
23443	SLC35A3	solute carrier family 35 member A3	Homo sapiens	human	PROTEIN_CODING	23	23443	NCBI Ortholog
23461	ABCA5	ATP binding cassette subfamily A member 5	Homo sapiens	human	PROTEIN_CODING	2	23461	NCBI Ortholog
23466	CBX6	chromobox 6	Homo sapiens	human	PROTEIN_CODING	2	23466	NCBI Ortholog
23469	PHF3	PHD finger protein 3	Homo sapiens	human	PROTEIN_CODING	14	23469	NCBI Ortholog
23471	TRAM1	translocation associated membrane protein 1	Homo sapiens	human	PROTEIN_CODING	4	23471	NCBI Ortholog
23475	QPRT	quinolinate phosphoribosyltransferase	Homo sapiens	human	PROTEIN_CODING	7	23475	NCBI Ortholog
23478	SEC11A	SEC11 homolog A, signal peptidase complex subunit	Homo sapiens	human	PROTEIN_CODING	10	23478	NCBI Ortholog
23480	SEC61G	SEC61 translocon subunit gamma	Homo sapiens	human	PROTEIN_CODING	2	23480	NCBI Ortholog
23498	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	Homo sapiens	human	PROTEIN_CODING	5	23498	NCBI Ortholog
23511	NUP188	nucleoporin 188	Homo sapiens	human	PROTEIN_CODING	1	23511	NCBI Ortholog
2352	FOLR3	folate receptor gamma	Homo sapiens	human	PROTEIN_CODING	4	2352	NCBI Ortholog
23527	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	Homo sapiens	human	PROTEIN_CODING	25	23527	NCBI Ortholog
23529	CLCF1	cardiotrophin like cytokine factor 1	Homo sapiens	human	PROTEIN_CODING	2	23529	NCBI Ortholog
23533	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	Homo sapiens	human	PROTEIN_CODING	17	23533	NCBI Ortholog
23542	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	Homo sapiens	human	PROTEIN_CODING	7	23542	NCBI Ortholog
